URL,Harga,Tipe Penawaran,Tipe Properti,Properti Sitaan,Terakhir Diupdate Pada:,Kamar Tidur,Kamar Mandi,"Luas Bangunan 
(m²)","Luas Tanah 
(m²)",SKU,Salin Tautan,Tersedia Sejak,Lahan Parkir,Jumlah Lantai,Kamar Pembantu,Kamar Mandi Pembantu,Kondisi Harga,Dibangun (Tahun),Deposit,Berperabot Penuh,Hak Milik SHM,Daya Listrik
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/turun-harga-for-sale-pancoran-pasar-minggu-jakarta-174962786367/,"Rp 14,50M",Jual,"Rumah 
 -
Rumah",Tidak,4 Jam Yang Lalu,11,4,400,633,HO6848F26F69E98ID,https://www.lamudi.co.id/s/6848f27ceafb8,,8,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-2-lantai-di-kelapa-tiga-kebagusan-jaks-174961388328/,"Rp 2,75M",Jual,"Rumah 
 -
Rumah",Tidak,3 Jam Yang Lalu,4,3,134,113,HO6848FD3BCF481ID,https://www.lamudi.co.id/s/6848fd416b678,10/6/2025,2,2,,,,2025,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-privat-pool-di-jakarta-selatan-dekat-m-174962186015/,Rp 17M,Jual,"Rumah 
 -
Rumah",Tidak,1 Jam Yang Lalu,4,4,950,738,HO68491C6436B6AID,https://www.lamudi.co.id/s/68491c6b26ae0,10/6/2025,2,2,,,,2025,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-cluster-di-jagakarsa-jakarta-selatan-174961787834/,Rp 865Jt,Jual,"Rumah 
 -
Rumah",Tidak,3 Jam Yang Lalu,2,2,70,41,HO68490CD65F3CBID,https://www.lamudi.co.id/s/68490cdb6c641,31/5/2025,1,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-cempaka-putih-komplek-pertamina-lokasi-strat-174963952798/,"Rp 9,20M",Jual,"Rumah 
 -
Rumah",Tidak,47 Menit Yang Lalu,5,3,282,382,HO68496167EBB9AID,https://www.lamudi.co.id/s/6849616f10f43,,,2,2,1,Nego,,,Tidak,Ya,6600
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-baru-plus-private-pool-rooftop-di-pejaten-ba-174960006189/,"Rp 5,50M",Jual,"Rumah 
 -
Rumah",Tidak,5 Jam Yang Lalu,6,7,350,140,HO6848C73D34606ID,https://www.lamudi.co.id/s/6848c7448093f,,3,3,1,1,Nego,2025,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/promo-dp0-200ha-kota-mandiri-grand-duta-city-parun-174959556798/,Rp 800Jt,Jual,"Rumah 
 -
Rumah",Tidak,6 Jam Yang Lalu,2,1,42,60,HO6848B5AF1563BID,https://www.lamudi.co.id/s/6848b5b408541,,1,1,,,Total,2024,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-premium-cempaka-putih-jakarta-pusat-174963408413/,"Rp 3,90M",Jual,"Rumah 
 -
Rumah",Tidak,2 Jam Yang Lalu,4,3,260,145,HO68494C24175DBID,https://www.lamudi.co.id/s/68494c2f23e47,,,,,,Nego,,,Tidak,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/hanya-dp-3jt-rumah-elegan-kota-cakra-tangerang-res-174962725053/,Rp 390Jt,Jual,"Rumah 
 -
Rumah",Tidak,1 Jam Yang Lalu,2,1,33,60,HO68493172787C3ID,https://www.lamudi.co.id/s/6849317783985,,1,1,,,Total,2024,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-bu-rumah-murah-dan-bebas-banjir-di-cipete-j-174962514015/,"Rp 11,50M",Jual,"Rumah 
 -
Rumah",Tidak,1 Jam Yang Lalu,7,7,450,250,HO6849293494D7FID,https://www.lamudi.co.id/s/6849293a43ada,10/6/2025,4,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-di-cempaka-putih-siap-huni-dg-kolam-renang-d-174668031834/,"Rp 7,50M",Jual,"Rumah 
 -
Rumah",Tidak,5 Jam Yang Lalu,4,3,300,200,HO681C39FE1FA15ID,https://www.lamudi.co.id/s/681c3a0a2ca4f,,4,2,1,1,Nego,2023,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-di-gading-grande-kelapa-gading-jakarta-utara-174960958740/,"Rp 5,25M",Jual,"Rumah 
 -
Rumah",Tidak,3 Jam Yang Lalu,3,2,210,210,HO6848EC73E2555ID,https://www.lamudi.co.id/s/6848ec78e51b7,,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dp-10jt-best-masterpiece-rumah-paradise-serpong-ci-174963525519/,Rp 500Jt,Jual,"Rumah 
 -
Rumah",Tidak,1 Jam Yang Lalu,2,1,36,60,HO684950B7C4F08ID,https://www.lamudi.co.id/s/684950be194ef,,1,1,,,Total,2024,,Semi,,1300
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/good-investment-rumah-cantik-lokasi-premium-di-men-174959664764/,Rp 60M,Jual,"Rumah 
 -
Rumah",Tidak,6 Jam Yang Lalu,10,6,505,629,HO6848B9E71EE77ID,https://www.lamudi.co.id/s/6848b9ec3d706,,7,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/cipete-rumah-luas-tanah-350-konsep-modern-tropical-17496118608/,"Rp 11,90M",Jual,"Rumah 
 -
Rumah",Tidak,3 Jam Yang Lalu,4,4,265,350,HO6848F554AF071ID,https://www.lamudi.co.id/s/6848f55a133fa,,2,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/promo-dp-0-rumah-subsidi-paling-keren-angsuran-1jt-174959786521/,Rp 185Jt,Jual,"Rumah 
 -
Rumah",Tidak,6 Jam Yang Lalu,2,1,30,60,HO6848BEA937277ID,https://www.lamudi.co.id/s/6848beaeb38fd,,1,1,,,Total,2024,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-mewah-di-cilandak-jakarta-selatan-ful-174960924581/,Rp 20M,Jual,"Rumah 
 -
Rumah",Tidak,5 Jam Yang Lalu,6,4,650,1018,HO6848EB1D687A9ID,https://www.lamudi.co.id/s/6848eb22badcd,,,,,,,,,,,
